turn,commanded,cruise,id,reason,camera_deg,error_deg,unwrapped_deg,cam_samples,encoder_deg,encoder_error_deg,x0,y0,x1,y1,drift_cm,peak_vl,peak_vr,duration_s,frames,ready_before
1,90,188,4,stop,93.51,3.51,94.34,21,,,28.02,5.73,28.09,4.93,0.81,,,0.0,0,1
2,-90,188,5,stop,-93.18,-3.18,-92.93,21,,,28.17,4.95,27.43,5.67,1.03,,,0.0,0,1
3,180,188,6,stop,190.85,10.85,190.67,22,,,27.39,5.73,28.11,5.72,0.72,,,0.0,0,1
4,-180,188,7,stop,-189.91,-9.91,-190.0,23,,,28.1,5.72,26.82,5.14,1.41,,,0.0,0,1
5,-90,188,8,stop,-93.93,-3.93,-93.12,23,,,26.81,5.13,27.7,6.06,1.29,,,0.0,0,1
6,90,188,9,stop,91.01,1.01,90.37,20,,,27.67,6.05,27.05,5.85,0.66,,,0.0,0,1
7,-180,188,10,stop,-189.83,-9.83,-189.15,26,,,27.05,5.85,28.31,6.1,1.28,,,0.0,0,1
8,180,188,11,stop,190.03,10.03,189.99,22,,,28.3,6.11,27.7,6.16,0.6,,,0.0,0,1
9,90,188,12,stop,95.05,5.05,94.87,18,,,27.7,6.17,27.73,5.36,0.81,,,0.0,0,1
10,-90,188,13,stop,-94.32,-4.32,-94.14,18,,,27.75,5.38,27.03,5.89,0.88,,,0.0,0,1
11,180,188,14,stop,189.84,9.84,188.01,22,,,27.03,5.88,27.64,5.83,0.62,,,0.0,0,1
12,-180,188,15,stop,-189.59,-9.59,-188.28,24,,,27.65,5.82,26.5,5.4,1.23,,,0.0,0,1
13,-90,188,16,stop,-94.36,-4.36,-94.27,23,,,26.49,5.41,27.47,6.24,1.28,,,0.0,0,1
14,90,188,17,stop,92.32,2.32,92.11,21,,,27.47,6.25,26.91,5.91,0.66,,,0.0,0,1
15,-180,188,18,stop,-189.69,-9.69,-189.85,23,,,26.9,5.92,28.15,6.38,1.33,,,0.0,0,1
16,180,188,19,stop,189.2,9.2,189.57,18,,,28.14,6.42,27.55,6.48,0.58,,,0.0,0,1
