t,x,y,heading,speed
1788492854.830061,40.01732916006746,-25.176199589062797,93.4315182991649,0.0
1788492855.092747,40.022455864497346,-25.17015945646266,91.70663551089166,0.0
1788492855.3958662,40.027569327520055,-25.201113321752203,91.6806253273844,0.0
1788492855.618845,40.036424151271156,-25.186213925532964,92.42302004927507,0.0
1788492855.897454,40.01732916006746,-25.176199589062797,93.4315182991649,0.0
1788492856.150657,40.01732916006746,-25.176199589062797,93.4315182991649,0.0
1788492856.506699,39.98451619744917,-25.1757013199504,93.58145129106839,0.0
1788492857.284877,40.023844177967135,-25.182944460164272,92.35220672537889,0.0
1788492858.423234,40.01732916006746,-25.176199589062797,93.4315182991649,0.0
1788492858.7755,40.01732916006746,-25.176199589062797,93.4315182991649,0.0
1788492859.0269,40.01732916006746,-25.176199589062797,93.4315182991649,0.0
1788492859.239809,40.03731724457269,-25.18313502641166,92.3965388841579,0.0
1788492859.5063832,40.00766778192845,-25.158366212108085,91.98501479493075,0.0
1788492859.698661,40.023797497176645,-25.18106558925689,92.29426803452043,0.0
1788492859.90658,40.00784337501619,-25.166363714621202,92.2853978084953,0.0
1788492860.3384619,40.04032737650358,-25.203744707047125,93.4315182991649,0.0
1788492860.614626,40.01732916006746,-25.176199589062797,93.4315182991649,0.0
1788492860.881852,40.01732916006746,-25.176199589062797,93.4315182991649,0.0
1788492861.0815349,40.038951029069516,-25.172949909078564,92.3899650497222,0.0
1788492861.3626502,40.01865887945948,-25.177784352035474,92.26752024453089,0.0
1788492861.560467,40.008692685279755,-25.157285102091823,91.87919004178076,0.0
1788492861.824206,40.01732916006746,-25.176199589062797,93.4315182991649,0.0
1788492862.019168,40.01732916006746,-25.176199589062797,93.4315182991649,0.0
1788492862.28393,40.03335784751291,-25.175458213616604,92.52708832651109,0.0
1788492862.478281,40.007245251722765,-25.201355976964635,93.4315182991649,0.0
1788492862.677122,39.996730014396014,-25.255675748840126,94.76891728934993,0.0
1788492862.917602,40.03331084653703,-25.5423161622479,107.7347082375137,0.0
1788492863.171056,40.33139221103362,-25.83467948105455,142.21196184227176,0.0
1788492863.563173,40.63155643979779,-25.914048847968452,-178.59049686447707,0.0
1788492863.661709,40.622510945060476,-25.94103988570005,-175.57437608377836,0.0
1788492863.818781,40.673784256475734,-25.94763009319079,-177.20612790007465,0.0
1788492864.105999,40.61714682417244,-25.89885190943252,-178.44295591149216,0.0
1788492864.163182,40.63908191856421,-25.913242030805883,-178.36385741207033,0.0
1788492864.329293,40.64313595103048,-25.948395068966633,-177.67252589525674,0.0
1788492864.3920221,40.65913793099368,-25.93641445781272,-177.7301562918056,0.0
1788492864.577028,40.64311020711952,-25.89541950255312,-178.32029289005823,0.0
1788492864.7129228,40.59108744007253,-25.914234876662974,-178.52650195909638,0.0
1788492864.8461099,40.622510945060476,-25.94103988570005,-175.57437608377836,0.0
1788492864.990696,40.65530425107981,-25.91923155972987,-178.4342504123631,0.0
1788492865.155085,40.642391611135174,-25.916631125356247,-178.48908827945525,0.0
1788492865.377822,40.63694212731929,-25.90037205460301,-178.36578845099302,0.0
1788492865.580092,40.642492658917575,-25.917177447402317,-178.7234953809351,0.0
1788492865.78239,40.68695130345317,-25.961288682097567,-173.94347247671294,0.0
1788492866.217588,40.55947554425265,-25.928489266640664,-178.7905675956605,0.0
1788492866.811306,40.65588559881976,-25.96063378410877,-173.94347247671294,0.0
1788492867.042782,40.622510945060476,-25.94103988570005,-175.57437608377836,0.0
1788492867.3216221,40.66310841803621,-25.941584774202394,-177.44815265310694,0.0
1788492867.4963999,40.645370063343776,-25.900092982256364,-178.43582271255525,0.0
1788492867.807162,40.66627194214171,-25.951665950028435,-177.1275438565644,0.0
1788492868.036565,40.68695130345317,-25.961288682097567,-173.94347247671294,0.0
1788492868.2283509,40.63101055849597,-25.91958453825326,-178.35107627364346,0.0
1788492868.4899158,40.596159771396415,-25.966547587748597,-178.35861616043405,0.0
1788492869.8599942,40.651978478775284,-25.946365161778516,-177.83630416554104,0.0
1788492870.173676,40.58993326291052,-25.931407307788138,-178.82447469741504,0.0
1788492870.390207,40.59379501652564,-25.964503240443715,-178.579748059089,0.0
1788492870.675744,40.63853172959931,-25.931245255573472,-178.07968663992062,0.0
1788492870.932191,40.62237948061857,-25.921391061348277,-178.44050502949028,0.0
1788492871.3120792,40.65588559881976,-25.96063378410877,-173.94347247671294,0.0
1788492871.695499,40.58966722169186,-25.92127344437836,-177.21509130694199,0.0
1788492871.947412,40.65357666671771,-25.941694853069443,-175.57437608377836,0.0
1788492872.119735,40.592362005278716,-25.930747974541717,-178.69953549091895,0.0
1788492872.4514828,40.65839925146801,-25.90329957450198,-178.56401963253023,0.0
1788492872.670594,40.62393456312191,-25.923732712261195,-178.40468960584218,0.0
1788492872.924824,40.66174318373936,-25.947795783112216,-177.40079196946135,0.0
1788492873.1962292,40.56624386661788,-25.934104904759803,-178.45337648241195,0.0
1788492873.459258,40.616164675567624,-25.926139145158484,-178.60568407195535,0.0
1788492873.738476,40.62175296282519,-25.973992298908634,-175.38207689115103,0.0
1788492873.970602,40.59577987458431,-25.96189588181938,-178.47429762843245,0.0
1788492874.1544478,40.6374877311222,-25.92055254514572,-178.43290729970425,0.0
1788492874.399918,40.57323529580074,-25.92182027767389,-179.88380247666942,0.0
1788492874.63479,40.45073011565497,-26.007407266142607,159.29515272216395,0.0
1788492874.844914,40.53197774842163,-26.006620730393323,126.85966774009984,0.0
1788492875.103861,40.37041986594662,-26.086827712067272,90.79754984212877,0.0
1788492875.502523,40.34772849349423,-26.164382854346716,91.67651615453997,0.0
1788492875.6612911,40.37965685343062,-26.103726993460985,91.7722333586384,0.0
1788492876.107164,40.34772849349423,-26.164382854346716,91.67651615453997,0.0
1788492876.147636,40.3648248798634,-26.141808335704532,89.79927667155516,0.0
1788492876.32778,40.34386703016241,-26.08656887941077,90.82279254593522,0.0
1788492876.4850612,40.419785463889845,-26.138794168048545,89.80694828254002,0.0
1788492876.572505,40.36504515727674,-26.108498373309455,89.8644355975573,0.0
1788492876.799833,40.34124383132119,-26.091227775028795,91.05805876107723,0.0
1788492876.880472,40.3467329253688,-26.19507237292922,91.67651615453997,0.0
1788492877.151466,40.36076837606113,-26.115713356889547,89.17886029140664,0.0
1788492877.348876,40.41168107593981,-26.103236699948468,90.21627717107742,0.0
