1787958517.369 >>> HELLO
1787958517.391 device NEZHA2 robot vevov 1198504156
1787958518.399 >>> VER
1787958518.411 ver 0.20260827.2
1787958519.419 >>> STATUS
1787958519.444 status ready=0 active=0 connL=0 connR=0 otos=1 wedge=0 flags=0 i2cf=0 cyc=0 tlm=off next=1 done=0 reason=none
1787958520.449 >>> GET max_duty #1
1787958520.467 ack 1 0 none
1787958520.467 get max_duty 100.000008
1787958521.472 >>> GET full_duty_velocity #2
1787958521.490 ack 2 0 none
1787958521.492 get full_duty_velocity 10795.000977
1787958522.500 >>> GET pid_kp #3
1787958522.515 ack 3 0 none
1787958522.515 get pid_kp 0.000000
1787958523.522 >>> GET pid_ki #4
1787958523.541 ack 4 0 none
1787958523.541 get pid_ki 6.000000
1787958524.548 >>> GET pid_i_max #5
1787958524.563 ack 5 0 none
1787958524.563 get pid_i_max 765.600037
1787958525.567 >>> GET pid_max #6
1787958525.579 ack 6 0 none
1787958525.579 get pid_max 1276.000000
1787958526.591 >>> GET twist_hold_gain #7
1787958526.611 ack 7 0 none
1787958526.611 get twist_hold_gain 2.000000
1787958527.619 >>> TLM FULL #8
1787958527.637 ack 8 0 none
1787958527.675 thdr seq now flags x y h ox oy oh vl vr i2cf cyc posl posr dutl dutr lexc wrng cycovr
1787958538.782 t 47 362251 31 -1016 1775 14075 52 0 -104 676 738 0 146 29864 34411 10000 10000 0 0 0
1787958538.782 t 48 362307 31 -1016 1775 14075 52 0 -104 676 738 0 146 29864 34411 10000 10000 0 0 0
1787958538.782 t 49 362363 31 -1016 1775 14075 52 0 -104 676 738 0 146 29864 34411 10000 10000 0 0 0
1787958538.782 t 50 362419 31 -1016 1775 14075 52 0 -104 676 738 0 146 29864 34411 10000 10000 0 0 0
1787958538.782 t 51 362476 31 -1016 1775 14075 52 0 -104 676 738 0 146 29864 34411 10000 10000 0 0 0
1787958538.783 t 52 362531 31 -1016 1775 14075 52 0 -104 676 738 0 146 29864 34411 10000 10000 0 0 0
1787958538.783 t 53 362587 31 -1016 1775 14075 52 0 -104 676 738 0 146 29864 34411 10000 10000 0 0 0
1787958538.783 t 54 362643 31 -1016 1775 14075 52 0 -104 676 738 0 146 29864 34411 10000 10000 0 0 0
1787958538.783 t 55 362699 31 -1016 1775 14075 52 0 -104 676 738 0 146 29864 34411 10000 10000 0 0 0
1787958538.783 t 56 362755 31 -1016 1775 14075 52 0 -104 676 738 0 146 29864 34411 10000 10000 0 0 0
1787958538.785 t 57 362811 31 -1016 1775 14075 52 0 -104 676 738 0 146 29864 34411 10000 10000 0 0 0
1787958538.785 t 58 362867 31 -1016 1775 14075 52 0 -104 676 738 0 146 29864 34411 10000 10000 0 0 0
1787958538.841 t 59 362923 31 -1016 1775 14075 52 0 -104 676 738 0 146 29864 34411 10000 10000 0 0 0
1787958538.891 t 60 362979 31 -1016 1775 14075 52 0 -104 676 738 0 146 29864 34411 10000 10000 0 0 0
1787958538.950 t 61 363035 31 -1016 1775 14075 52 0 -104 676 738 0 146 29864 34411 10000 10000 0 0 0
1787958539.005 t 62 363091 31 -1016 1775 14075 52 0 -104 676 738 0 146 29864 34411 10000 10000 0 0 0
1787958539.062 thdr seq now flags x y h ox oy oh vl vr i2cf cyc posl posr dutl dutr lexc wrng cycovr
1787958539.076 t 63 363147 31 -1016 1775 14075 52 0 -104 676 738 0 146 29864 34411 10000 10000 0 0 0
1787958539.117 t 64 363199 31 -1016 1775 14075 52 0 -104 676 738 0 146 29864 34411 10000 10000 0 0 0
1787958539.174 t 65 363256 31 -1016 1775 14075 52 0 -104 676 738 0 146 29864 34411 10000 10000 0 0 0
1787958539.229 t 66 363311 31 -1016 1775 14075 52 0 -104 676 738 0 146 29864 34411 10000 10000 0 0 0
1787958539.283 t 67 363367 31 -1016 1775 14075 52 0 -104 676 738 0 146 29864 34411 10000 10000 0 0 0
1787958539.350 t 68 363423 31 -1016 1775 14075 52 0 -104 676 738 0 146 29864 34411 10000 10000 0 0 0
1787958539.405 t 69 363479 31 -1016 1775 14075 52 0 -104 676 738 0 146 29864 34411 10000 10000 0 0 0
1787958539.453 t 70 363535 31 -1016 1775 14075 52 0 -104 676 738 0 146 29864 34411 10000 10000 0 0 0
1787958539.506 t 71 363591 31 -1016 1775 14075 52 0 -104 676 738 0 146 29864 34411 10000 10000 0 0 0
1787958539.562 t 72 363647 31 -1016 1775 14075 52 0 -104 676 738 0 146 29864 34411 10000 10000 0 0 0
1787958539.617 t 73 363703 31 -1016 1775 14075 52 0 -104 676 738 0 146 29864 34411 10000 10000 0 0 0
1787958539.671 t 74 363759 31 -1016 1775 14075 52 0 -104 676 738 0 146 29864 34411 10000 10000 0 0 0
1787958539.728 t 75 363815 31 -1016 1775 14075 52 0 -104 676 738 0 146 29864 34411 10000 10000 0 0 0
1787958539.782 === RUN REV
1787958539.782 >>> WHEELS_V -2000 -2000 3000 #11
1787958539.785 t 76 363871 31 -1016 1775 14075 52 0 -104 676 738 0 146 29864 34411 10000 10000 0 0 0
1787958539.793 ack 11 10 timeout
1787958539.857 t 77 363939 31 -1038 1849 7275 52 0 -104 -35 0 1 148 32061 34411 -5000 0 0 0 0
1787958539.924 t 78 364011 31 -1037 1860 10076 52 0 -104 -438 502 1 151 31761 35016 -10000 -2500 0 0 0
1787958539.995 t 79 364083 31 -1029 1843 11967 52 0 -104 -584 -228 1 154 31189 35055 -10000 -10000 0 0 0
1787958540.068 t 80 364155 31 -1008 1810 12435 52 0 -103 -633 -525 1 157 30555 34572 -10000 -10000 0 0 0
1787958540.145 t 81 364227 31 -980 1771 12521 52 0 -104 -683 -695 1 160 29866 33911 -10000 -10000 0 0 0
1787958540.211 thdr seq now flags x y h ox oy oh vl vr i2cf cyc posl posr dutl dutr lexc wrng cycovr
1787958540.221 t 82 364299 31 -951 1730 12484 52 0 -104 -698 -721 1 163 29150 33183 -10000 -10000 0 0 0
1787958540.284 t 83 364371 31 -922 1687 12460 52 0 -104 -668 -731 1 166 28416 32441 -10000 -10000 0 0 0
1787958540.357 t 84 364443 31 -892 1644 12379 52 0 -103 -704 -730 1 169 27689 31688 -10000 -10000 0 0 0
1787958540.431 t 85 364515 31 -863 1602 12373 52 0 -103 -715 -715 1 172 26952 30949 -10000 -10000 0 0 0
1787958540.503 t 86 364587 31 -835 1558 12305 52 0 -104 -721 -745 1 175 26219 30194 -10000 -10000 0 0 0
1787958540.578 t 87 364659 31 -806 1515 12261 52 0 -104 -730 -729 1 178 25483 29444 -10000 -10000 0 0 0
1787958540.649 t 88 364731 31 -778 1470 12209 52 0 -104 -730 -729 1 181 24744 28688 -10000 -10000 0 0 0
1787958540.718 t 89 364803 31 -751 1426 12122 52 0 -104 -714 -721 1 184 24011 27927 -10000 -10000 0 0 0
1787958540.791 t 90 364875 31 -723 1381 12073 52 0 -104 -712 -744 1 187 23272 27172 -10000 -10000 0 0 0
1787958540.862 t 91 364947 31 -697 1336 11986 52 0 -104 -730 -780 1 190 22533 26405 -10000 -10000 0 0 0
1787958540.931 t 92 365019 31 -670 1290 11933 52 0 -104 -716 -731 1 193 21794 25649 -10000 -10000 0 0 0
1787958541.007 t 93 365091 31 -645 1244 11881 52 0 -104 -721 -747 1 196 21050 24888 -10000 -10000 0 0 0
1787958541.082 t 94 365163 31 -619 1198 11837 52 0 -103 -681 -739 1 199 20300 24124 -10000 -10000 0 0 0
1787958541.151 t 95 365235 31 -594 1152 11825 52 0 -103 -730 -721 1 202 19552 23372 -10000 -10000 0 0 0
1787958541.230 t 96 365307 31 -569 1105 11735 52 0 -103 -730 -779 1 205 18808 22599 -10000 -10000 0 0 0
1787958541.301 t 97 365379 31 -545 1058 11701 52 0 -103 -730 -730 1 208 18061 21841 -10000 -10000 0 0 0
1787958541.368 t 98 365451 31 -521 1011 11676 52 0 -104 -720 -744 1 211 17311 21083 -10000 -10000 0 0 0
1787958541.436 t 99 365523 31 -497 963 11633 52 0 -104 -730 -739 1 214 16561 20319 -10000 -10000 0 0 0
1787958541.508 t 100 365595 31 -473 916 11605 52 0 -104 -729 -747 1 217 15811 19560 -10000 -10000 0 0 0
1787958541.578 thdr seq now flags x y h ox oy oh vl vr i2cf cyc posl posr dutl dutr lexc wrng cycovr
1787958541.587 t 101 365667 31 -450 868 11537 52 0 -104 -730 -770 1 220 15061 18788 -10000 -10000 0 0 0
1787958541.653 t 102 365739 31 -427 820 11531 52 0 -104 -718 -743 1 223 14302 18027 -10000 -10000 0 0 0
1787958541.727 t 103 365811 31 -404 773 11515 52 0 -103 -738 -729 1 226 13552 17272 -10000 -10000 0 0 0
1787958541.803 t 104 365883 31 -382 724 11435 52 0 -103 -730 -739 1 229 12805 16499 -10000 -10000 0 0 0
1787958541.870 t 105 365955 31 -360 676 11426 52 0 -103 -736 -739 1 232 12050 15741 -10000 -10000 0 0 0
1787958541.944 t 106 366027 31 -338 627 11367 52 0 -103 -747 -779 1 235 11294 14966 -10000 -10000 0 0 0
1787958542.014 t 107 366099 31 -316 578 11358 52 0 -103 -745 -744 1 238 10536 14205 -10000 -10000 0 0 0
1787958542.085 t 108 366171 31 -295 530 11348 52 0 -104 -716 -730 1 241 9780 13446 -10000 -10000 0 0 0
1787958542.157 t 109 366243 31 -274 481 11333 52 0 -103 -747 -739 1 244 9016 12677 -10000 -10000 0 0 0
1787958542.229 t 110 366315 31 -253 432 11314 52 0 -103 -744 -739 1 247 8261 11916 -10000 -10000 0 0 0
1787958542.300 t 111 366387 31 -232 382 11262 52 0 -104 -736 -771 1 250 7500 11138 -10000 -10000 0 0 0
1787958542.372 t 112 366459 31 -211 333 11265 52 0 -104 -738 -747 1 253 6738 10377 -10000 -10000 0 0 0
1787958542.447 t 113 366531 31 -190 284 11255 52 0 -104 -730 -730 1 256 5983 9619 -10000 -10000 0 0 0
1787958542.532 t 114 366603 31 -170 235 11212 52 0 -103 -725 -739 1 259 5227 8849 -10000 -10000 0 0 0
1787958542.588 t 115 366675 31 -150 185 11197 52 0 -103 -738 -744 1 262 4466 8083 -10000 -10000 0 0 0
1787958542.666 t 116 366747 31 -129 135 11193 52 0 -103 -762 -770 1 265 3694 7310 -10000 -10000 0 0 0
1787958542.752 t 117 366819 31 -109 86 11169 52 0 -104 -739 -730 1 268 2941 6549 -10000 -10000 0 0 0
1787958542.807 t 118 366891 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958542.860 t 119 366947 31 -89 37 11159 52 0 -103 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958542.916 thdr seq now flags x y h ox oy oh vl vr i2cf cyc posl posr dutl dutr lexc wrng cycovr
1787958542.930 t 120 367003 31 -89 37 11159 52 0 -103 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958542.967 t 121 367055 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958543.033 t 122 367111 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958543.078 t 123 367167 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958543.136 t 124 367223 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958543.192 t 125 367279 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958543.247 t 126 367335 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958543.304 t 127 367391 31 -89 37 11159 52 0 -103 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958543.360 t 0 367447 31 -89 37 11159 52 0 -103 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958543.419 t 1 367503 31 -89 37 11159 52 0 -103 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958543.477 t 2 367559 31 -89 37 11159 52 0 -103 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958543.527 t 3 367615 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958543.585 t 4 367671 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958543.644 t 5 367728 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958543.696 t 6 367783 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958543.750 t 7 367839 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958543.808 t 8 367895 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958543.863 t 9 367951 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958543.923 t 10 368007 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958543.975 thdr seq now flags x y h ox oy oh vl vr i2cf cyc posl posr dutl dutr lexc wrng cycovr
1787958543.985 t 11 368063 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958544.027 t 12 368115 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958544.086 t 13 368171 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958544.139 t 14 368227 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958544.195 t 15 368283 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958544.259 t 16 368339 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958544.308 t 17 368395 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958544.367 t 18 368451 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958544.428 t 19 368508 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958544.478 t 20 368563 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958544.531 t 21 368619 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958544.591 t 22 368675 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958544.645 t 23 368731 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958544.650 >>> STATUS
1787958544.670 status ready=1 active=1 connL=1 connR=1 otos=1 wedge=0 flags=31 i2cf=1 cyc=271 tlm=full next=12 done=11 reason=timeout
1787958544.701 t 24 368787 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958544.758 t 25 368843 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958544.874 t 26 368899 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958544.881 t 27 368955 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958544.926 t 28 369011 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958544.980 t 29 369067 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958545.041 thdr seq now flags x y h ox oy oh vl vr i2cf cyc posl posr dutl dutr lexc wrng cycovr
1787958545.044 t 30 369123 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958545.090 t 31 369175 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958545.143 t 32 369231 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958545.201 t 33 369288 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958545.256 t 34 369343 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958545.315 t 35 369399 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958545.370 t 36 369455 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958545.424 t 37 369511 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958545.487 t 38 369567 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958545.534 t 39 369623 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958545.591 t 40 369679 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958545.650 t 41 369735 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958545.660 >>> STOP #12
1787958545.674 ack 12 11 timeout
1787958545.703 t 42 369791 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958545.759 t 43 369847 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958545.814 t 44 369903 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958545.870 t 45 369959 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958545.930 t 46 370016 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958545.986 t 47 370071 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958546.038 t 48 370127 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958546.102 thdr seq now flags x y h ox oy oh vl vr i2cf cyc posl posr dutl dutr lexc wrng cycovr
1787958546.104 t 49 370183 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958546.146 t 50 370235 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958546.206 t 51 370291 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958546.259 t 52 370347 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958546.314 t 53 370403 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958546.373 t 54 370459 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958546.427 t 55 370515 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958546.483 t 56 370571 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958546.540 t 57 370627 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958546.595 t 58 370683 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958546.651 t 59 370739 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958546.705 >>> TLM OFF #13
1787958546.719 t 60 370796 31 -89 37 11159 52 0 -104 -730 -730 1 271 2183 5788 -10000 -10000 0 0 0
1787958546.720 ack 13 11 timeout
1787958547.726 >>> STATUS
1787958547.753 status ready=1 active=1 connL=1 connR=1 otos=1 wedge=0 flags=31 i2cf=1 cyc=271 tlm=off next=14 done=11 reason=timeout
