turn,commanded,cruise,id,reason,camera_deg,error_deg,unwrapped_deg,cam_samples,encoder_deg,encoder_error_deg,x0,y0,x1,y1,drift_cm,peak_vl,peak_vr,duration_s,frames,ready_before
1,90,0,4,stop,103.29,13.29,102.82,13,98.66,8.66,39.88,14.29,39.59,13.54,0.8,164,190,0.63,189,1
2,-90,0,5,stop,-102.04,-12.04,-103.07,15,-97.23,-7.23,39.49,13.55,40.81,15.22,2.13,138,201,0.78,159,1
3,107,0,6,stop,122.42,15.42,121.69,22,116.76,9.76,40.81,15.23,40.74,14.55,0.68,184,200,0.72,278,1
4,-107,0,7,stop,-118.32,-11.32,-119.38,14,-113.18,-6.18,40.74,14.53,41.31,16.3,1.86,148,210,0.85,182,1
5,180,0,8,stop,189.42,9.42,-168.73,15,184.6,4.6,41.34,16.34,41.44,16.37,0.11,194,200,1.33,203,1
6,-180,0,9,stop,-191.08,-11.08,167.5,14,-186.26,-6.26,41.44,16.35,39.35,18.21,2.8,174,226,1.36,233,1
7,-90,0,10,stop,-95.99,-5.99,-93.52,13,-94.3,-4.3,39.33,18.17,40.89,16.91,2.01,135,200,0.58,195,1
8,90,0,11,stop,100.19,10.19,99.16,16,97.54,7.54,40.85,16.92,40.66,17.72,0.83,174,200,0.72,233,1
9,-107,0,12,stop,-114.32,-7.32,-115.55,16,-112.06,-5.06,40.68,17.73,42.47,16.57,2.14,148,220,0.9,190,1
10,107,0,13,stop,117.95,10.95,118.64,12,114.13,7.13,42.47,16.57,42.2,16.64,0.29,164,206,0.83,171,1
11,-180,0,14,stop,-135.26,44.74,-134.42,16,-129.52,50.48,42.18,16.69,43.99,15.74,2.05,154,220,0.95,171,1
12,180,0,15,stop,189.24,9.24,-170.97,14,185.54,5.54,43.97,15.79,45.08,16.09,1.15,181,220,1.26,151,1
13,90,0,16,stop,96.96,6.96,96.85,15,95.43,5.43,45.12,16.03,45.69,16.06,0.57,190,181,0.71,777,1
14,-90,0,17,stop,-102.93,-12.93,-102.41,14,-98.89,-8.89,45.68,16.05,44.7,17.72,1.94,164,204,0.76,165,1
15,107,0,18,,115.88,8.88,116.79,39,112.47,5.47,44.71,17.68,45.43,17.42,0.77,174,181,0.77,32,1
