seg,id,commanded_cm,moved_cm,x0,y0,h0,x1,y1,h1,dheading_deg,i2cf_before,i2cf_after,cyc_before,cyc_after,reason,done
1,4,12.0,11.518350766178239,-38.28994638839088,23.677664990761773,4.482507698967652,-26.79552888346912,24.419804192843873,3.329622578465058,-1.1528851205025887,100,105,1172,1219,stop,4
2,5,12.0,11.502442504296111,-26.749405134345235,24.33756953686486,2.6948549912864004,-15.26866431997489,25.043808814934803,2.79625396661479,0.10139897532837949,105,106,1219,1265,stop,5
3,6,12.0,11.474969635357747,-15.274421135085683,25.03162160174644,2.6058491508575643,-3.8091961852149745,25.50442703873345,2.4533467949193835,-0.15250235593816797,106,108,1265,1311,stop,6
