t,x,y,heading,speed
1788591127.335076,-14.286733854801215,-4.315977082815851,-23.02422581325635,0.0
1788591127.507493,-14.316489427217657,-4.316786122823716,-24.522563791549373,0.0
1788591127.6750982,-14.28889962347186,-4.31726203896361,-23.01838545370066,0.0
1788591127.8484778,-14.254425131390867,-4.315367591369411,-23.024958185515146,0.0
1788591128.029927,-14.273451749176182,-4.2731883160437025,-22.98352787808699,0.0
1788591128.22301,-14.271567879075638,-4.277385890745781,-23.034772461541507,0.0
1788591128.425934,-14.270121833968814,-4.315218531501378,-22.91114245593269,0.0
1788591128.68782,-14.270869902948283,-4.278830071704968,-23.029287864584205,0.0
1788591128.882439,-14.283470498525661,-4.321822579183554,-23.190923641307762,0.0
1788591129.111191,-14.29361946473198,-4.27361139667111,-24.207339784424732,0.0
1788591129.28051,-14.290376604016771,-4.298658620856007,-23.344932030871973,0.0
1788591129.475738,-14.284048474020565,-4.290215400331267,-23.129996900938835,0.0
1788591129.648515,-14.287561625944102,-4.304497686706427,-23.776503976038327,0.0
1788591129.8371022,-14.28588794417497,-4.31712274810491,-23.025328244487895,0.0
1788591130.050486,-14.270613334025118,-4.277544314712488,-22.997259360875688,0.0
1788591130.224531,-14.272767749176674,-4.276678144058113,-23.06785516983365,0.0
1788591130.341803,-14.272173236708571,-4.276769122551247,-23.025634551684846,0.0
1788591130.5174541,-14.287302118195312,-4.296015834737149,-23.301628309901673,0.0
1788591130.6933079,-14.292720348591565,-4.298201904958104,-23.405393991625033,0.0
1788591130.891306,-14.301276504130028,-4.308777814886118,-23.83785071614122,0.0
1788591131.08774,-14.253912534116761,-4.314525817034609,-22.95155086023587,0.0
1788591131.267317,-14.287377223916808,-4.296040219184811,-23.218611151212258,0.0
1788591131.5036118,-14.287303917406108,-4.315674476678418,-23.04295803048177,0.0
1788591131.676181,-14.287678441889899,-4.314493153520121,-22.85727475954053,0.0
1788591131.8582232,-14.296728434627331,-4.271881262641518,-24.130827428444263,0.0
1788591131.977843,-14.291497595278788,-4.314673664375878,-23.971784774277467,0.0
1788591132.1262531,-14.306583221336464,-4.267240283716466,-22.547917504155066,0.0
1788591132.233126,-14.3922919149036,-4.277060263935631,-7.781916322757468,0.0
1788591132.385171,-14.481155983965396,-4.242932427000052,6.346589175381183,0.0
1788591132.49504,-14.528173451388133,-4.294477966098042,39.68706875717183,0.0
1788591132.6397161,-14.409762676180792,-4.196636279367989,59.3404251807475,0.0
1788591132.7702138,-14.4382005404156,-4.160547195203359,63.73615640583981,0.0
1788591132.878703,-14.406103015163659,-4.16384147976358,65.10946501870649,0.0
1788591133.600162,-14.432551028014108,-4.1776848050448185,66.24708422162348,0.0
1788591133.660842,-14.426066719425833,-4.166956725496543,67.07290540853245,0.0
1788591133.8156989,-14.341187666030212,-4.193531767379339,67.2080253305079,0.0
1788591133.923176,-14.412527025564199,-4.167439124132533,66.85106675961109,0.0
1788591134.05354,-14.402543366731097,-4.184966623072008,66.5263601658672,0.0
1788591134.188703,-14.399571890664479,-4.182791941858873,66.48225437512275,0.0
1788591134.551312,-14.414551222301911,-4.168176712870276,66.98435911087097,0.0
1788591134.608722,-14.412378788981766,-4.1700260881257645,66.85859127212717,0.0
1788591134.725427,-14.417018190088442,-4.1944342455234365,68.37151126563822,0.0
1788591134.8399758,-14.43376223370797,-4.193902411161834,68.67189759926833,0.0
