seg,id,commanded_cm,moved_cm,x0,y0,h0,x1,y1,h1,dheading_deg,i2cf_before,i2cf_after,cyc_before,cyc_after,reason,done
1,4,25.0,24.263219148376905,23.97338325123087,-11.388341108345555,151.63654153939126,2.038119145371362,-1.0178063078468311,148.9262850811039,-2.710256458287347,76,94,765,886,stop,4
2,5,25.0,24.200135751494727,2.0060906250454624,-1.0291513263365288,148.8698091819926,-18.75555294679912,11.404702725664315,148.2035996386234,-0.6662095433692059,94,95,886,995,stop,5
3,6,25.0,24.635656705921246,-18.752438003795508,11.414281931216712,148.05608027758285,-39.68387322590067,24.406225622397717,148.00033344195845,-0.05574683562440441,95,96,995,1105,stop,6
