seg,id,commanded_cm,moved_cm,x0,y0,h0,x1,y1,h1,dheading_deg,i2cf_before,i2cf_after,cyc_before,cyc_after,reason,done
1,4,4.0,3.0306362873800543,1.882451681555068,16.5295297815412,-137.0496679943575,-0.0007352741955043799,14.155005998532141,-129.34947208452323,7.700195909834264,36,44,407,432,stop,4
2,5,4.0,3.1636176427012246,0.0036645217296585506,14.151548374361269,-129.22245155190578,-1.639918412339976,11.44838139319908,-122.86698384710328,6.355467704802493,44,50,432,457,stop,5
3,6,4.0,3.111353974711013,-1.6328774383985039,11.44628314289943,-122.77422345790133,-3.1771015083334575,8.745191589881735,-118.62432508603938,4.149898371861951,50,51,457,477,stop,6
