RUN:clearestop -> ESTOP:cleared
STATUS pre: status ready=1 active=0 connL=1 connR=1 otos=1 wedge=0 flags=31 i2cf=118 cyc=5966 tlm=off next=1 done=10 reason=timeout
GET accel -> ack 1 10 timeout
--- rep 1: pose before (19.05,-5.28,48.45) ---
DBG:wifi state=0 ip=- peer=-:0 tcp=0/0 to=4 restarts=0 sent=0 rx=0 drop=0 mdns=0/0 cmd= reply=
ack 2 10 timeout
thdr seq now flags x y h ox oy oh vl vr i2cf cyc posl posr dutl dutr lexc wrng cycovr
t 95 3431379 31 -95 -134 104858 151 34 8925 0 0 130 6449 -15931 11936 0 0 0 0 0
t 96 3431435 31 -95 -134 104858 151 34 8925 0 0 130 6449 -15931 11936 0 0 0 0 0
t 97 3431491 31 -95 -134 104858 151 34 8925 0 0 130 6449 -15931 11936 0 0 0 0 0
t 98 3431547 31 -95 -134 104858 151 34 8925 0 0 130 6449 -15931 11936 0 0 0 0 0
t 99 3431603 31 -95 -134 104858 151 34 8925 0 0 130 6449 -15931 11936 0 0 0 0 0
t 100 3431659 31 -95 -134 104858 151 34 8925 0 0 130 6449 -15931 11936 0 0 0 0 0
thdr seq now flags x y h ox oy oh vl vr i2cf cyc posl posr dutl dutr lexc wrng cycovr
t 101 3431715 31 -95 -134 104858 151 34 8925 0 0 130 6449 -15931 11936 0 0 0 0 0
t 102 3431767 31 -95 -134 104858 151 34 8925 0 0 130 6449 -15931 11936 0 0 0 0 0
t 103 3431823 31 -95 -134 104858 151 34 8926 0 0 130 6449 -15931 11936 0 0 0 0 0
t 104 3431879 31 -95 -134 104858 151 34 8926 0 0 130 6449 -15931 11936 0 0 0 0 0
t 105 3431935 31 -95 -134 104858 151 34 8926 0 0 130 6449 -15931 11936 0 0 0 0 0
t 106 3431991 31 -95 -134 104858 151 34 8926 0 0 130 6449 -15931 11936 0 0 0 0 0
t 107 3432047 31 -95 -134 104858 151 34 8926 0 0 130 6449 -15931 11936 0 0 0 0 0
t 108 3432103 31 -95 -134 104858 151 34 8926 0 0 130 6449 -15931 11936 0 0 0 0 0
t 109 3432159 31 -95 -134 104858 151 34 8926 0 0 130 6449 -15931 11936 0 0 0 0 0
t 110 3432215 31 -95 -134 104858 151 34 8926 0 0 130 6449 -15931 11936 0 0 0 0 0
t 111 3432271 31 -95 -134 104858 151 34 8926 0 0 130 6449 -15931 11936 0 0 0 0 0
t 112 3432327 31 -95 -134 104858 151 34 8926 0 0 130 6449 -15931 11936 0 0 0 0 0
t 113 3432383 31 -95 -134 104858 151 34 8927 0 0 130 6449 -15931 11936 0 0 0 0 0
t 114 3432439 31 -95 -134 104858 151 34 8927 0 0 130 6449 -15931 11936 0 0 0 0 0
t 115 3432495 31 -95 -134 104858 151 34 8927 0 0 130 6449 -15931 11936 0 0 0 0 0
t 116 3432551 31 -95 -134 104858 151 34 8927 0 0 130 6449 -15931 11936 0 0 0 0 0
t 117 3432607 31 -95 -134 104858 151 34 8927 0 0 130 6449 -15931 11936 0 0 0 0 0
t 118 3432663 31 -95 -134 104858 151 34 8927 0 0 130 6449 -15931 11936 0 0 0 0 0
t 119 3432719 31 -95 -134 104858 151 34 8927 0 0 130 6449 -15931 11936 0 0 0 0 0
ack 8 7 timeout
pose after (37.91,11.74,49.49) -- dist 24.93 cm
ack 9 7 timeout
pose after reverse (22.34,-7.19,49.96)
--- rep 3: pose before (22.31,-7.16,49.62) ---
DBG:wifi state=0 ip=- peer=-:0 tcp=0/0 to=4 restarts=0 sent=0 rx=0 drop=0 mdns=0/0 cmd= reply=
DBG:wifi state=0 ip=- peer=-:0 tcp=0/0 to=4 restarts=0 sent=0 rx=0 drop=0 mdns=0/0 cmd= reply=
ack 10 9 timeout
thdr seq now flags x y h ox oy oh vl vr i2cf cyc posl posr dutl dutr lexc wrng cycovr
t 120 3457959 31 -307 -10 104824 150 274 8959 0 0 131 6784 -19042 8816 0 0 0 0 0
t 121 3458011 31 -307 -10 104824 150 274 8959 0 0 131 6784 -19042 8816 0 0 0 0 0
t 122 3458067 31 -307 -10 104824 150 274 8959 0 0 131 6784 -19042 8816 0 0 0 0 0
t 123 3458123 31 -307 -10 104824 150 274 8960 0 0 131 6784 -19042 8816 0 0 0 0 0
t 124 3458179 31 -307 -10 104824 150 274 8960 0 0 131 6784 -19042 8816 0 0 0 0 0
t 125 3458235 31 -307 -10 104824 150 274 8960 0 0 131 6784 -19042 8816 0 0 0 0 0
t 126 3458291 31 -307 -10 104824 150 274 8960 0 0 131 6784 -19042 8816 0 0 0 0 0
t 127 3458347 31 -307 -10 104824 150 274 8960 0 0 131 6784 -19042 8816 0 0 0 0 0
t 0 3458403 31 -307 -10 104824 150 274 8960 0 0 131 6784 -19042 8816 0 0 0 0 0
t 1 3458459 31 -307 -10 104824 150 274 8960 0 0 131 6784 -19042 8816 0 0 0 0 0
TLM FULL #10 ack seen: True
t 2 3458515 31 -307 -10 104824 150 274 8960 0 0 131 6784 -19042 8816 0 0 0 0 0
ack 11 9 timeout
t 3 3458567 31 -307 -10 104824 150 274 8960 0 0 131 6785 -19042 8816 0 0 0 0 0
t 4 3458639 31 -307 -10 104801 150 274 8960 20 0 131 6788 -19036 8816 400 400 0 0 0
t 5 3458711 31 -307 -10 104760 150 274 8960 10 0 134 6791 -19025 8816 800 900 0 0 0
t 6 3458783 31 -306 -11 104666 150 273 8870 46 0 137 6794 -19000 8816 1400 1300 0 0 0
t 7 3458855 31 -303 -13 104594 150 273 8870 75 36 137 6797 -18947 8850 1800 1900 0 0 0
t 8 3458927 31 -297 -17 104489 150 267 8600 128 108 137 6800 -18847 8922 2000 2800 0 0 0
t 9 3458999 31 -289 -22 104447 150 267 8600 164 144 137 6803 -18714 9044 2400 3100 0 0 0
t 10 3459071 31 -279 -30 104493 149 252 8502 174 210 137 6806 -18556 9214 2600 3500 0 0 0
thdr seq now flags x y h ox oy oh vl vr i2cf cyc posl posr dutl dutr lexc wrng cycovr
t 11 3459143 31 -267 -38 104489 147 233 8535 200 200 137 6809 -18375 9394 2600 3400 0 0 0
t 12 3459215 31 -255 -47 104553 147 233 8535 194 211 137 6812 -18192 9594 2500 3400 0 0 0
t 13 3459287 31 -242 -55 104594 145 210 8574 190 220 137 6815 -18003 9794 2300 3300 0 0 0
t 14 3459359 31 -230 -64 104654 142 186 8674 194 210 137 6818 -17822 9991 2300 3200 0 0 0
t 15 3459431 31 -217 -72 104741 142 186 8674 194 210 137 6821 -17647 10189 2400 3200 0 0 0
t 16 3459503 31 -205 -79 104763 140 164 8804 210 200 137 6824 -17467 10375 2400 3000 0 0 0
t 17 3459575 31 -193 -87 104824 139 143 8851 181 200 137 6827 -17292 10566 2500 3000 0 0 0
t 18 3459647 31 -181 -95 104805 139 143 8851 200 190 137 6830 -17109 10744 2500 3000 0 0 0
t 19 3459719 31 -169 -102 104824 139 121 8869 194 200 137 6833 -16925 10933 2500 3000 0 0 0
t 20 3459791 31 -156 -110 104843 138 100 8897 194 200 137 6836 -16747 11116 2600 3000 0 0 0
t 21 3459863 31 -144 -117 104865 138 100 8897 190 207 137 6839 -16567 11302 2600 2900 0 0 0
t 22 3459935 31 -132 -125 104824 137 78 8875 190 190 137 6842 -16381 11477 2600 3000 0 0 0
t 23 3460007 31 -120 -133 104805 137 78 8875 220 200 137 6845 -16192 11661 2500 3000 0 0 0
t 24 3460208 31 -98 -146 104869 135 37 8887 0 0 137 6857 -15881 11989 0 0 0 0 0
t 25 3460263 31 -98 -146 104869 134 34 9030 0 0 137 6857 -15881 11989 0 0 0 0 0
t 26 3460319 31 -98 -146 104869 134 34 9030 0 0 137 6857 -15881 11989 0 0 0 0 0
DBG:wifi state=0 ip=- peer=-:0 tcp=0/0 to=4 restarts=0 sent=0 rx=0 drop=0 mdns=0/0 cmd= reply=
t 27 3460375 31 -98 -146 104869 134 34 9031 0 0 137 6857 -15881 11989 0 0 0 0 0
t 28 3460431 31 -98 -146 104869 134 34 9031 0 0 137 6857 -15881 11989 0 0 0 0 0
t 29 3460487 31 -98 -146 104869 134 34 9031 0 0 137 6857 -15881 11989 0 0 0 0 0
thdr seq now flags x y h ox oy oh vl vr i2cf cyc posl posr dutl dutr lexc wrng cycovr
t 30 3460543 31 -98 -146 104869 134 34 9031 0 0 137 6857 -15881 11989 0 0 0 0 0
t 31 3460595 31 -98 -146 104869 134 34 9031 0 0 137 6857 -15881 11989 0 0 0 0 0
t 32 3460651 31 -98 -146 104869 134 34 9031 0 0 137 6857 -15881 11989 0 0 0 0 0
t 33 3460707 31 -98 -146 104869 134 34 9031 0 0 137 6857 -15881 11989 0 0 0 0 0
t 34 3460763 31 -98 -146 104869 134 34 9031 0 0 137 6857 -15881 11989 0 0 0 0 0
t 35 3460819 31 -98 -146 104869 134 34 9031 0 0 137 6857 -15881 11989 0 0 0 0 0
WHEELS_V 200 200 1500 #11 ack seen: True
t 36 3460875 31 -98 -146 104869 134 34 9031 0 0 137 6857 -15881 11989 0 0 0 0 0
t 37 3460931 31 -98 -146 104869 134 34 9031 0 0 137 6857 -15881 11989 0 0 0 0 0
t 38 3460987 31 -98 -146 104869 134 34 9031 0 0 137 6857 -15881 11989 0 0 0 0 0
t 39 3461043 31 -98 -146 104869 134 34 9031 0 0 137 6857 -15881 11989 0 0 0 0 0
t 40 3461099 31 -98 -146 104869 134 34 9031 0 0 137 6857 -15881 11989 0 0 0 0 0
t 41 3461155 31 -98 -146 104869 134 34 9032 0 0 137 6857 -15881 11989 0 0 0 0 0
t 42 3461211 31 -98 -146 104869 134 34 9032 0 0 137 6857 -15881 11989 0 0 0 0 0
t 43 3461267 31 -98 -146 104869 134 34 9032 0 0 137 6857 -15881 11989 0 0 0 0 0
t 44 3461323 31 -98 -146 104869 134 34 9032 0 0 137 6857 -15881 11989 0 0 0 0 0
t 45 3461379 31 -98 -146 104869 134 34 9032 0 0 137 6857 -15881 11989 0 0 0 0 0
t 46 3461435 31 -98 -146 104869 134 34 9032 0 0 137 6857 -15881 11989 0 0 0 0 0
t 47 3461491 31 -98 -146 104869 134 34 9032 0 0 137 6857 -15881 11989 0 0 0 0 0
t 48 3461547 31 -98 -146 104869 134 34 9032 0 0 137 6857 -15881 11989 0 0 0 0 0
thdr seq now flags x y h ox oy oh vl vr i2cf cyc posl posr dutl dutr lexc wrng cycovr
t 49 3461603 31 -98 -146 104869 134 34 9032 0 0 137 6857 -15881 11989 0 0 0 0 0
t 50 3461655 31 -98 -146 104869 134 34 9032 0 0 137 6857 -15881 11989 0 0 0 0 0
t 51 3461711 31 -98 -146 104869 134 34 9032 0 0 137 6857 -15881 11989 0 0 0 0 0
t 52 3461767 31 -98 -146 104869 134 34 9032 0 0 137 6857 -15881 11989 0 0 0 0 0
t 53 3461823 31 -98 -146 104869 134 34 9032 0 0 137 6857 -15881 11989 0 0 0 0 0
t 54 3461879 31 -98 -146 104869 134 34 9032 0 0 137 6857 -15881 11989 0 0 0 0 0
t 55 3461935 31 -98 -146 104869 134 34 9032 0 0 137 6857 -15881 11989 0 0 0 0 0
t 56 3461991 31 -98 -146 104869 134 34 9032 0 0 137 6857 -15881 11989 0 0 0 0 0
t 57 3462047 31 -98 -146 104869 134 34 9032 0 0 137 6857 -15881 11989 0 0 0 0 0
t 58 3462103 31 -98 -146 104869 134 34 9032 0 0 137 6857 -15881 11989 0 0 0 0 0
t 59 3462159 31 -98 -146 104869 134 34 9033 0 0 137 6857 -15881 11989 0 0 0 0 0
t 60 3462215 31 -98 -146 104869 134 34 9033 0 0 137 6857 -15881 11989 0 0 0 0 0
t 61 3462271 31 -98 -146 104869 134 34 9033 0 0 137 6857 -15881 11989 0 0 0 0 0
t 62 3462327 31 -98 -146 104869 134 34 9033 0 0 137 6857 -15881 11989 0 0 0 0 0
t 63 3462383 31 -98 -146 104869 134 34 9033 0 0 137 6857 -15881 11989 0 0 0 0 0
t 64 3462439 31 -98 -146 104869 134 34 9033 0 0 137 6857 -15881 11989 0 0 0 0 0
t 65 3462495 31 -98 -146 104869 134 34 9033 0 0 137 6857 -15881 11989 0 0 0 0 0
t 66 3462551 31 -98 -146 104869 134 34 9033 0 0 137 6857 -15881 11989 0 0 0 0 0
t 67 3462607 31 -98 -146 104869 134 34 9033 0 0 137 6857 -15881 11989 0 0 0 0 0
thdr seq now flags x y h ox oy oh vl vr i2cf cyc posl posr dutl dutr lexc wrng cycovr
t 68 3462663 31 -98 -146 104869 134 34 9033 0 0 137 6857 -15881 11989 0 0 0 0 0
t 69 3462715 31 -98 -146 104869 134 34 9033 0 0 137 6857 -15881 11989 0 0 0 0 0
t 70 3462771 31 -98 -146 104869 134 34 9033 0 0 137 6857 -15881 11989 0 0 0 0 0
t 71 3462827 31 -98 -146 104869 134 34 9034 0 0 137 6857 -15881 11989 0 0 0 0 0
t 72 3462883 31 -98 -146 104869 134 34 9034 0 0 137 6857 -15881 11989 0 0 0 0 0
t 73 3462939 31 -98 -146 104869 134 34 9034 0 0 137 6857 -15881 11989 0 0 0 0 0
t 74 3462995 31 -98 -146 104869 134 34 9034 0 0 137 6857 -15881 11989 0 0 0 0 0
t 75 3463051 31 -98 -146 104869 134 34 9034 0 0 137 6857 -15881 11989 0 0 0 0 0
t 76 3463107 31 -98 -146 104869 134 34 9034 0 0 137 6857 -15881 11989 0 0 0 0 0
t 77 3463163 31 -98 -146 104869 134 34 9034 0 0 137 6857 -15881 11989 0 0 0 0 0
t 78 3463219 31 -98 -146 104869 134 34 9034 0 0 137 6857 -15881 11989 0 0 0 0 0
t 79 3463275 31 -98 -146 104869 134 34 9034 0 0 137 6857 -15881 11989 0 0 0 0 0
t 80 3463331 31 -98 -146 104869 134 34 9034 0 0 137 6857 -15881 11989 0 0 0 0 0
t 81 3463387 31 -98 -146 104869 134 34 9034 0 0 137 6857 -15881 11989 0 0 0 0 0
t 82 3463443 31 -98 -146 104869 134 34 9034 0 0 137 6857 -15881 11989 0 0 0 0 0
t 83 3463499 31 -98 -146 104869 134 34 9034 0 0 137 6857 -15881 11989 0 0 0 0 0
t 84 3463555 31 -98 -146 104869 134 34 9034 0 0 137 6857 -15881 11989 0 0 0 0 0
t 85 3463611 31 -98 -146 104869 134 34 9034 0 0 137 6857 -15881 11989 0 0 0 0 0
t 86 3463667 31 -98 -146 104869 134 34 9034 0 0 137 6857 -15881 11989 0 0 0 0 0
thdr seq now flags x y h ox oy oh vl vr i2cf cyc posl posr dutl dutr lexc wrng cycovr
t 87 3463723 31 -98 -146 104869 134 34 9034 0 0 137 6857 -15881 11989 0 0 0 0 0
t 88 3463775 31 -98 -146 104869 134 34 9034 0 0 137 6857 -15881 11989 0 0 0 0 0
t 89 3463831 31 -98 -146 104869 134 34 9035 0 0 137 6857 -15881 11989 0 0 0 0 0
t 90 3463887 31 -98 -146 104869 134 34 9035 0 0 137 6857 -15881 11989 0 0 0 0 0
t 91 3463943 31 -98 -146 104869 134 34 9035 0 0 137 6857 -15881 11989 0 0 0 0 0
t 92 3463999 31 -98 -146 104869 134 34 9035 0 0 137 6857 -15881 11989 0 0 0 0 0
t 93 3464055 31 -98 -146 104869 134 34 9035 0 0 137 6857 -15881 11989 0 0 0 0 0
t 94 3464111 31 -98 -146 104869 134 34 9035 0 0 137 6857 -15881 11989 0 0 0 0 0
t 95 3464167 31 -98 -146 104869 134 34 9035 0 0 137 6857 -15881 11989 0 0 0 0 0
t 96 3464223 31 -98 -146 104869 134 34 9035 0 0 137 6857 -15881 11989 0 0 0 0 0
t 97 3464279 31 -98 -146 104869 134 34 9035 0 0 137 6857 -15881 11989 0 0 0 0 0
t 98 3464335 31 -98 -146 104869 134 34 9035 0 0 137 6857 -15881 11989 0 0 0 0 0
t 99 3464391 31 -98 -146 104869 134 34 9035 0 0 137 6857 -15881 11989 0 0 0 0 0
t 100 3464447 31 -98 -146 104869 134 34 9035 0 0 137 6857 -15881 11989 0 0 0 0 0
t 101 3464503 31 -98 -146 104869 134 34 9035 0 0 137 6857 -15881 11989 0 0 0 0 0
t 102 3464559 31 -98 -146 104869 134 34 9036 0 0 137 6857 -15881 11989 0 0 0 0 0
t 103 3464615 31 -98 -146 104869 134 34 9036 0 0 137 6857 -15881 11989 0 0 0 0 0
t 104 3464671 31 -98 -146 104869 134 34 9036 0 0 137 6857 -15881 11989 0 0 0 0 0
t 105 3464727 31 -98 -146 104869 134 34 9036 0 0 137 6857 -15881 11989 0 0 0 0 0
thdr seq now flags x y h ox oy oh vl vr i2cf cyc posl posr dutl dutr lexc wrng cycovr
t 106 3464783 31 -98 -146 104869 134 34 9036 0 0 137 6857 -15881 11989 0 0 0 0 0
t 107 3464835 31 -98 -146 104869 134 34 9036 0 0 137 6857 -15881 11989 0 0 0 0 0
t 108 3464891 31 -98 -146 104869 134 34 9037 0 0 137 6857 -15881 11989 0 0 0 0 0
t 109 3464947 31 -98 -146 104869 134 34 9037 0 0 137 6857 -15881 11989 0 0 0 0 0
t 110 3465003 31 -98 -146 104869 134 34 9037 0 0 137 6857 -15881 11989 0 0 0 0 0
ack 12 11 timeout
pose after (39.58,10.89,49.84) -- dist 24.99 cm
DBG:wifi state=0 ip=- peer=-:0 tcp=0/0 to=4 restarts=0 sent=0 rx=0 drop=0 mdns=0/0 cmd= reply=
ack 13 11 timeout
pose after reverse (23.74,-8.16,48.80)
STATUS post: status ready=1 active=0 connL=1 connR=1 otos=1 wedge=0 flags=31 i2cf=137 cyc=7192 tlm=off next=14 done=13 reason=timeout
