t,x,y,heading,speed
1788580907.4372249,3.104693804395528,-13.862816154776512,-1.7059636488534409,0.0
1788580907.621176,3.0982875710854056,-13.871489225345996,-2.434644287727366,0.0
1788580907.8308659,3.0982875710854056,-13.871489225345996,-2.434644287727366,0.0
1788580908.031162,3.0982875710854056,-13.871489225345996,-2.434644287727366,0.0
1788580908.2203462,3.1154357285577987,-13.899891014836726,-3.4372404325587524,0.0
1788580908.502841,3.1196241969570355,-13.829722922081856,-1.998544612300094,0.0
1788580908.736608,3.0982875710854056,-13.871489225345996,-2.434644287727366,0.0
1788580908.958535,3.092198508778334,-13.890920902365302,-1.0820110992045215,0.0
1788580909.137804,3.0982875710854056,-13.871489225345996,-2.434644287727366,0.0
1788580909.346325,3.095079387340488,-13.891977930636177,-1.0483360930034564,0.0
1788580909.5485282,3.1004591604030276,-13.851757556891926,-1.0421120473713472,0.0
1788580909.747547,3.1176320032988496,-13.834303161505687,-2.0955250938433494,0.0
1788580909.935018,3.1086810511417866,-13.905842231564668,-2.001713324069982,0.0
1788580910.150629,3.108917144872352,-13.902852127195416,-1.969207376428642,0.0
1788580910.340706,3.1097057361566454,-13.863584117503448,-1.85684072341121,0.0
1788580910.562115,3.1154357285577987,-13.899891014836726,-3.4372404325587524,0.0
1788580910.7292821,3.0982875710854056,-13.871489225345996,-2.434644287727366,0.0
1788580911.04345,3.1154357285577987,-13.899891014836726,-3.4372404325587524,0.0
1788580911.2320588,3.092841783469823,-13.893060343121375,-1.1173927760513607,0.0
1788580911.432178,3.0982875710854056,-13.871489225345996,-2.434644287727366,0.0
1788580911.627789,3.090958033768911,-13.892680262987893,-1.1164041409598155,0.0
1788580911.838513,3.1154357285577987,-13.899891014836726,-3.4372404325587524,0.0
1788580912.0268521,3.0982875710854056,-13.871489225345996,-2.434644287727366,0.0
1788580912.225611,3.1008426813570056,-13.853202580010375,-1.1450634611680357,0.0
1788580912.4480052,3.0982875710854056,-13.871489225345996,-2.434644287727366,0.0
1788580912.626119,3.1154357285577987,-13.899891014836726,-3.4372404325587524,0.0
1788580912.799225,3.0919462592554927,-13.893788397335989,-1.1043958060670889,0.0
1788580912.9666612,3.0923065328864197,-13.893425039922642,-1.093307768396329,0.0
1788580913.137058,3.1154357285577987,-13.899891014836726,-3.4372404325587524,0.0
1788580913.267023,3.1071728498241464,-13.866357357691834,-1.9017651029853653,0.0
