seg,id,commanded_cm,moved_cm,x0,y0,h0,x1,y1,h1,dheading_deg,i2cf_before,i2cf_after,cyc_before,cyc_after,reason,done
1,5,12.0,11.28056879124081,-5.301142694166693,25.40424520874552,-41.37343055545834,3.3749474497820935,18.194758953263033,-40.77271013543482,0.6007204200235208,116,120,1351,1407,stop,5
2,6,12.0,11.188641349353908,3.375619937067924,18.202678385499595,-40.96378262593754,11.921510993280988,10.98094443167593,-42.16876513667564,-1.2049825107380912,120,121,1407,1462,stop,6
3,7,12.0,11.410320404066022,11.936152319476138,10.990940625088681,-42.128357990480886,20.5599653351824,3.5193102278072,-41.56593946553614,0.5624185249447464,121,123,1462,1517,stop,7
