t_host,t_dev_ms,x_mm,y_mm,h_cdeg,ox_mm,oy_mm,oh_cdeg
65.739,436705,310,555,89895,480,442,16419
65.790,436761,310,555,89895,480,442,16419
65.849,436817,310,555,89895,480,442,16419
65.916,436885,310,555,89895,480,442,16419
65.986,436957,309,555,89946,480,442,16419
66.058,437029,307,555,89981,477,443,16449
66.213,437175,298,555,89984,472,444,16461
66.277,437245,291,555,90010,463,447,16449
66.346,437317,281,555,89981,463,447,16449
66.423,437389,271,555,89971,450,451,16411
66.495,437461,261,555,89946,435,456,16372
66.568,437533,252,555,89930,435,456,16372
66.640,437605,242,555,89892,422,460,16337
66.705,437677,234,555,89886,422,460,16337
66.777,437749,225,555,89876,410,464,16322
66.851,437821,216,556,89886,398,468,16305
66.936,437895,208,556,89902,398,468,16305
66.998,437965,199,556,89876,386,472,16298
67.072,438037,191,556,89883,374,475,16312
67.142,438109,182,556,89902,374,475,16312
67.212,438181,174,556,89895,361,479,16325
67.283,438253,165,557,89886,350,483,16312
67.365,438325,156,557,89902,350,483,16312
67.432,438397,147,557,89902,337,487,16307
67.498,438469,139,557,89902,325,491,16303
67.558,438519,133,557,89911,325,491,16303
67.621,438589,125,557,89895,313,495,16316
67.701,438661,116,557,89886,313,495,16316
67.768,438733,107,558,89911,301,499,16334
67.834,438805,99,558,89921,289,502,16334
67.910,438877,90,558,89911,289,502,16334
67.978,438949,81,558,89930,276,506,16331
68.063,439021,73,558,89918,276,506,16331
68.125,439093,64,558,89918,264,510,16327
68.194,439143,58,558,89911,252,514,16333
68.244,439213,50,559,89911,252,514,16333
68.314,439285,41,559,89911,240,518,16332
68.387,439357,32,559,89911,240,518,16332
68.468,439429,23,559,89911,227,522,16332
68.532,439501,15,559,89911,216,526,16322
68.615,439573,6,559,89914,216,526,16322
68.678,439645,-3,559,89902,203,530,16301
68.751,439717,-11,560,89902,191,534,16289
68.825,439789,-20,560,89911,191,534,16289
68.963,439933,-37,560,89892,167,542,16265
69.034,440005,-46,560,89876,167,542,16265
69.105,440077,-54,560,89895,155,546,16250
69.178,440149,-63,561,89876,143,550,16259
69.324,440293,-80,561,89892,131,554,16266
69.394,440365,-89,561,89892,131,554,16266
69.465,440437,-98,561,89886,118,557,16262
69.525,440487,-103,561,89905,106,561,16259
69.588,440557,-112,562,89902,106,561,16259
69.659,440629,-121,562,89911,94,565,16276
69.740,440701,-129,562,89914,94,565,16276
69.802,440773,-138,562,89902,82,569,16298
69.873,440845,-146,562,89918,70,573,16307
69.946,440917,-155,562,89930,70,573,16307
70.090,441061,-172,563,89921,45,580,16283
70.161,441133,-180,563,89902,45,580,16283
70.348,441277,-198,563,89895,21,589,16273
70.459,441421,-215,563,89892,9,593,16283
70.541,441493,-224,564,89911,-2,597,16286
70.598,441565,-233,564,89911,-2,597,16286
70.667,441637,-241,564,89911,-15,601,16278
70.811,441781,-258,564,89895,-28,605,16254
70.885,441853,-267,564,89895,-39,609,16241
71.030,441997,-280,565,89876,-50,613,16234
71.097,442069,-282,565,89892,-55,614,16253
71.170,442141,-283,565,89816,-55,614,16253
71.261,442213,-284,565,89841,-57,615,16222
71.314,442285,-286,565,89895,-59,616,16256
71.386,442357,-288,565,89911,-59,616,16256
71.476,442446,-290,565,89927,-61,616,16288
71.527,442497,-290,565,89927,-61,616,16288
71.603,442569,-290,565,89927,-63,617,16304
71.680,442641,-290,565,89927,-63,617,16306
71.741,442713,-290,565,89927,-63,617,16306
71.818,442785,-290,565,89927,-63,617,16307
71.891,442857,-290,565,89927,-63,617,16307
71.973,442929,-290,565,89927,-63,617,16307
72.034,443001,-290,565,89927,-63,617,16307
72.254,443217,-290,565,89927,-63,617,16307
72.319,443289,-290,565,89927,-63,617,16307
72.397,443361,-290,565,89927,-63,617,16307
72.461,443433,-290,565,89927,-63,617,16307
72.534,443505,-290,565,89927,-63,617,16307
72.608,443577,-290,565,89927,-63,617,16307
72.751,443721,-290,565,89927,-63,617,16307
72.826,443793,-290,565,89927,-63,617,16307
72.893,443865,-290,565,89927,-63,617,16307
72.975,443937,-290,565,89927,-63,617,16307
73.039,444009,-290,565,89927,-63,617,16307
73.115,444081,-290,565,89927,-63,617,16307
73.182,444153,-290,565,89927,-63,617,16307
73.253,444225,-290,565,89927,-63,617,16307
73.331,444297,-290,565,89927,-63,617,16307
73.543,444513,-290,565,89927,-63,617,16307
73.614,444585,-290,565,89927,-63,617,16307
73.687,444657,-290,565,89927,-63,617,16307
73.830,444801,-290,565,89927,-63,617,16307
73.902,444873,-290,565,89927,-63,617,16307
74.004,444945,-290,565,89927,-63,617,16307
74.150,445089,-290,565,89927,-63,617,16307
74.189,445161,-290,565,89927,-63,617,16307
74.264,445233,-290,565,89927,-63,617,16307
74.335,445305,-290,565,89927,-63,617,16307
74.406,445377,-290,565,89927,-63,617,16307
74.464,445427,-290,565,89927,-63,617,16307
74.515,445481,-290,565,89927,-63,617,16307
74.565,445537,-290,565,89927,-63,617,16307
74.626,445593,-290,565,89927,-63,617,16307
74.744,445705,-290,565,89927,-63,617,16307
74.789,445761,-290,565,89927,-63,617,16307
74.848,445817,-290,565,89927,-63,617,16307
74.911,445873,-290,565,89927,-63,617,16307
74.957,445929,-290,565,89927,-63,617,16307
75.017,445985,-290,565,89927,-63,617,16307
75.069,446041,-290,565,89927,-63,617,16307
75.130,446097,-290,565,89927,-63,617,16307
75.177,446149,-290,565,89927,-63,617,16307
75.250,446221,-290,565,90025,-63,617,16317
75.322,446293,-290,565,90140,-63,617,16317
75.477,446439,-292,565,90818,-64,617,17027
75.539,446509,-292,565,91488,-64,617,17027
75.610,446581,-292,564,92354,-64,616,-17875
75.681,446653,-292,564,93321,-63,616,-16334
75.834,446797,-292,565,95196,-61,616,-14846
75.898,446869,-292,565,96027,-61,616,-14846
75.977,446941,-292,565,96766,-61,617,-13586
76.044,447013,-292,565,97499,-60,617,-12456
76.195,447159,-292,565,98828,-60,618,-11342
76.389,447361,-292,566,98996,-60,618,-10699
76.469,447433,-292,566,98996,-60,618,-10699
76.534,447505,-292,566,98996,-60,618,-10698
76.606,447577,-292,566,98996,-60,618,-10698
76.749,447721,-292,566,98996,-60,618,-10698
76.824,447793,-292,566,98996,-60,618,-10698
76.894,447865,-292,566,98996,-60,618,-10698
76.951,447915,-292,566,98996,-60,618,-10698
77.002,447969,-292,566,98996,-60,618,-10698
77.054,448025,-292,566,98996,-60,618,-10698
77.113,448081,-292,566,98996,-60,618,-10698
