t,x,y,heading,speed
1788632132.913404,-16.16741280435953,12.394418422734278,1.0844362609413452,0.0
1788632133.88338,-16.1201896164497,12.441710973399998,1.6407142620959974,0.0
1788632134.3427432,-16.111135819516864,12.488716474986559,1.8973436400971195,0.0
1788632134.911468,-16.11501915638073,12.483150864013375,1.7551941249273,0.0
1788632135.261346,-16.111010605003255,12.489935880673382,1.878587206987305,0.0
1788632136.834879,-16.11665902394838,12.45294259950753,1.8325439226322828,0.0
1788632137.470313,-16.14615578540936,12.495196271804355,1.8394202556508787,0.0
1788632138.233166,-16.14595822065253,12.498699852510603,1.9038504459223873,0.0
1788632139.598422,-16.14960037285768,12.496463273445498,1.8592408181762892,0.0
1788632140.427117,-16.142890838727414,12.479974106266488,1.600284809366542,0.0
1788632141.159146,-16.13494760495479,12.476253783632849,2.0069496721085045,0.0
1788632142.55734,-16.112390181782338,12.473586379842397,1.6208019449703954,0.0
1788632144.167491,-16.156610923114997,12.454864964610639,1.9037922461697576,0.0
1788632145.295298,-16.150300030300382,12.497015672695575,1.829052363376178,0.0
1788632146.060838,-16.153587002970472,12.477070599009345,1.5395783498392746,0.0
1788632146.6962318,-16.153765208619145,12.446118610562824,1.560305963418216,0.0
1788632147.594402,-16.11796567591591,12.427534392117355,1.6935363804590509,0.0
1788632148.460641,-16.148961713391557,12.488116467535423,1.6884725097610271,0.0
1788632149.298146,-16.145686808825932,12.466469723561131,1.2882995001255892,0.0
1788632150.039179,-16.15136031286662,12.494574393253382,1.824550917964359,0.0
1788632151.296084,-16.143317093697895,12.456294800384633,1.9505321186377103,0.0
1788632151.979042,-16.158681857927217,12.425668562082901,1.5223304423406319,0.0
1788632152.3039281,-16.14044468514124,12.433330700864222,1.629558982187973,0.0
1788632152.900467,-16.11386844319766,12.464830049172217,1.9888041558286318,0.0
1788632153.8849568,-16.190309005465924,12.365350092644723,-0.0336517200959463,0.0
1788632154.5358799,-16.82714150091225,12.482483205665652,97.72656883420416,0.0
1788632154.916297,-16.85163242458063,12.534888898322722,98.71814365753107,0.0
1788632155.639436,-16.84048824616708,12.534825512642467,98.56731981325413,0.0
1788632156.410649,-16.85765982926918,12.53097221319669,98.79696978251519,0.0
1788632156.4264388,-16.854434825459137,12.5290742548013,98.8847012369045,0.0
1788632157.361741,-16.83956109330559,12.537408943724309,98.59132935227314,0.0
1788632157.977031,-16.83798350479636,12.53840227360802,98.60190487333853,0.0
1788632157.998909,-16.840449729381504,12.535001451140174,98.57898391399738,0.0
1788632159.088923,-16.850237362498866,12.538435136194016,98.74039159202329,0.0
1788632159.400695,-16.83781320503715,12.540452528911398,98.54083964407363,0.0
1788632160.058891,-16.8481139802767,12.547848324553096,98.71416075374447,0.0
1788632160.151024,-16.84736413919881,12.537858115529133,98.67530280004308,0.0
1788632160.9578419,-16.845151469869123,12.532217398492405,98.64095164230451,0.0
1788632161.6935549,-16.84442357045638,12.539986192480916,98.63105740446326,0.0
1788632162.3891041,-16.84943226948432,12.535068891387324,98.6852575502271,0.0
1788632162.754411,-16.84758966137061,12.536627610660183,98.64900924320153,0.0
1788632163.5146089,-16.860920587244895,12.529716038997675,98.7890947897285,0.0
1788632163.8909912,-16.845780918252316,12.534567669155102,98.6668790849094,0.0
1788632164.762026,-16.912955093267072,12.490901471273116,100.66062504214358,0.0
1788632165.383609,-16.85607068483811,12.534891713570829,98.7214102320948,0.0
1788632165.962164,-16.87705126093454,12.501654558153154,98.14942269258097,0.0
1788632166.4692008,-16.86583840076877,12.524339120809907,98.97440362846726,0.0
1788632167.30949,-16.850694412597285,12.531359652753858,98.66829174405518,0.0
1788632168.067298,-16.852537749065032,12.532633069463003,98.73785947700907,0.0
1788632169.495282,-16.84551963394909,12.533381638520375,98.63402815187658,0.0
1788632171.037312,-16.850826690659865,12.533042621246555,98.6480251842271,0.0
1788632172.188308,-16.840950219605407,12.533921140420558,98.55842048123145,0.0
1788632172.656121,-16.850413013274228,12.532024656363975,98.67640568373946,0.0
1788632173.50387,-16.83804578728632,12.535280074142175,98.52040673558412,0.0
1788632173.847501,-16.847978165845667,12.536285691732697,98.66158377200031,0.0
1788632174.217139,-16.904985409894454,12.493583246538451,100.57324334781458,0.0
1788632174.8465102,-16.83085052700437,12.522815293258539,98.01770486076242,0.0
1788632175.5132349,-16.853319516684262,12.532477578539561,98.70430819695781,0.0
1788632176.1337411,-16.850953067463667,12.536058422438634,98.74612242163323,0.0
1788632176.53507,-16.848495470449173,12.536797150028201,98.60861280950792,0.0
1788632176.95252,-16.856845927885246,12.530348455547523,98.80266599331674,0.0
1788632177.914041,-16.853095067826704,12.536077946583621,98.72464230959162,0.0
1788632178.458878,-16.854445425040048,12.531175567810775,98.77596549819964,0.0
1788632178.8638022,-16.853136418062906,12.53202900257153,98.67811635473339,0.0
1788632179.330462,-16.87290056349921,12.916210573545207,94.98695472258885,0.0
