t,x,y,heading,speed
1788632993.644264,-33.762296643990595,-17.807484633841867,-33.34552699417833,0.0
1788632994.575624,-33.76526419123183,-17.79706559129359,-33.22051686818321,0.0
1788632994.824358,-33.76235657524354,-17.807378797185713,-33.3938323116339,0.0
1788632995.808359,-33.764700394998115,-17.795545103813765,-33.168082740506065,0.0
1788632996.80607,-33.76404465844668,-17.797593655510973,-33.11696080299993,0.0
1788632997.9288929,-33.76752994394246,-17.803363316173588,-33.353932291443556,0.0
1788632999.696906,-33.76037774445185,-17.80511347877918,-33.43356626161085,0.0
1788633000.2473931,-33.76627876465585,-17.799448455595567,-33.223780511863794,0.0
1788633000.853028,-33.764912808879856,-17.80494398981152,-33.379209027393074,0.0
1788633002.9754722,-33.76557640096894,-17.80252898877964,-33.36615777229969,0.0
1788633004.040069,-33.72745599359334,-17.800681428176734,-33.29868003140058,0.0
1788633005.666798,-33.76388054921055,-17.79385600155229,-33.168676071030006,0.0
1788633006.058115,-33.71191912362853,-17.802141843842726,-33.39338237507326,0.0
1788633006.507673,-33.76573997253461,-17.796768065036975,-33.131249637147164,0.0
1788633007.5873148,-33.76755304518352,-17.80567218240945,-33.508233965499926,0.0
1788633008.035,-33.76223478452912,-17.805022042807803,-33.46337898733589,0.0
1788633008.650592,-33.76382587785018,-17.807722061867686,-33.39118147289858,0.0
1788633009.128494,-33.764601497000214,-17.803176344879354,-33.396256879813166,0.0
1788633009.710475,-33.76836519594578,-17.79890144113784,-33.39094459679373,0.0
1788633010.8997152,-33.76548863144982,-17.800894293925328,-33.401718139449116,0.0
1788633011.602537,-33.76506968419709,-17.800102533148017,-33.39498790850371,0.0
1788633011.9342442,-33.76490534430257,-17.797208806805056,-33.28983788557423,0.0
1788633012.758411,-33.76820958941945,-17.79594382849611,-33.17637511890831,0.0
1788633013.9519339,-33.76541531189733,-17.805752593207085,-33.33504844097655,0.0
1788633014.783798,-33.76306290961251,-17.800263955128663,-33.25070549163098,0.0
1788633015.2834802,-33.31340660089921,-17.93700835429975,46.0482755715891,0.0
1788633016.3528728,-33.29697201189654,-17.983485597069457,58.855175349864396,0.0
1788633016.669294,-33.297898275763366,-17.98315323050715,58.84275240697269,0.0
1788633017.135652,-33.317626632859785,-18.00013726535499,59.25367341697279,0.0
1788633017.250894,-33.34114765844557,-17.99873095082559,57.68735680033052,0.0
1788633017.74429,-33.341790348605876,-18.001864946320865,57.613242602579106,0.0
1788633017.747651,-33.28098740577018,-18.00002211846725,58.81207817225777,0.0
1788633018.1308439,-33.28211090120178,-17.998401721326438,58.845796836691875,0.0
1788633018.676942,-33.33875256127626,-18.00278101740946,57.6209002419196,0.0
1788633018.868347,-33.27646713323458,-17.986621652768346,58.31400139289531,0.0
1788633019.5567548,-33.28441715747709,-18.011176010057362,57.488856449546915,0.0
1788633019.706262,-33.310083530362206,-17.992458405285078,58.26071937869864,0.0
1788633020.94752,-33.32981640663133,-17.987634918410137,58.85010084804668,0.0
1788633021.476114,-33.330679862199204,-17.990171969711376,58.80519263098947,0.0
1788633021.828554,-33.342407943268306,-18.003092005901244,57.592012792014685,0.0
1788633022.525048,-33.297484884598234,-17.982730348302297,58.871238549343275,0.0
1788633023.6590898,-33.34179989085089,-18.004860558015036,57.78139754224017,0.0
1788633024.2619278,-33.314936885686016,-18.048374217367268,60.06041792217712,0.0
1788633024.7798898,-33.33919289165362,-17.998929986476824,57.57084338074503,0.0
1788633025.792223,-33.34014383890769,-17.99912011903939,57.588992480745674,0.0
1788633027.1610692,-33.28989537264681,-18.04155116655491,58.76731010907966,0.0
1788633027.76421,-33.33778442054112,-18.005301253680635,57.62079772816779,0.0
1788633028.1659,-33.29766229943857,-18.00098662896368,58.79846655061914,0.0
1788633028.501045,-33.307236027392534,-18.008077531037358,60.06529106413143,0.0
1788633029.330796,-33.29619772814524,-17.98451993435014,58.83527418269418,0.0
1788633030.068209,-33.337836217663536,-18.00359633600966,57.67090409507716,0.0
1788633030.850076,-33.34202661252387,-17.99698343952528,57.73662505666255,0.0
1788633031.3140092,-33.305249194797675,-18.026756399204597,58.81084429648061,0.0
1788633032.808091,-33.33939584981071,-18.00388929517156,57.50122306981055,0.0
1788633033.14064,-33.341119761871234,-18.00378349394375,57.72480686232214,0.0
1788633033.883788,-33.28163274367163,-17.997550041231154,58.893087818448464,0.0
1788633035.062769,-33.33728840078965,-18.001319929008034,57.62835862956658,0.0
1788633035.31586,-33.28117764725339,-17.998656686048026,58.861347498951744,0.0
1788633035.987246,-33.3387337564994,-18.00130290331213,57.624847074125626,0.0
1788633036.995989,-33.303064037879054,-17.995520810577602,59.35523657161065,0.0
1788633037.376833,-33.34010357480186,-18.001472255208935,57.65025018645781,0.0
1788633042.8264499,-33.33581696027004,-18.000387402891082,57.5097649332387,0.0
1788633043.206889,-33.49160064523085,-17.762865805363745,-28.402728344084096,0.0
1788633044.186264,-33.458415562320226,-17.77511955839557,-31.875177866956335,0.0
1788633044.198091,-33.415169772069945,-17.78363727928297,-32.30509576892956,0.0
1788633044.923767,-33.45654976872041,-17.783630600135766,-32.33957942240448,0.0
1788633044.994076,-33.452857117182646,-17.789121093098068,-32.23915857472616,0.0
1788633045.165233,-33.44821519003,-17.777784678273637,-31.92451187424308,0.0
1788633045.4509408,-33.452421265285544,-17.780159700413677,-31.91828466880986,0.0
1788633045.728878,-33.45505193029218,-17.783908395731416,-32.13693248143082,0.0
1788633046.0459251,-33.45358474079435,-17.780060937220483,-31.914591783922674,0.0
1788633046.5455801,-33.45395569861309,-17.7771636967262,-31.920353016025842,0.0
1788633046.857541,-33.45610005310502,-17.779800187673562,-31.911707454371594,0.0
1788633047.614859,-33.4560672375741,-17.776252479433822,-31.925777866235876,0.0
1788633047.629784,-33.462173109502885,-17.77774934386931,-32.262483134700545,0.0
1788633047.929107,-33.455850109580915,-17.777027117464428,-31.842158946452486,0.0
1788633048.399885,-33.45046319125568,-17.776584463771606,-31.87166653892851,0.0
1788633048.6856499,-33.45274291402549,-17.77631880816022,-31.86819034534369,0.0
1788633049.3006709,-33.45551926411707,-17.781410477842783,-32.09006624984491,0.0
1788633050.220587,-33.45390639499314,-17.787576298622295,-32.280988908576035,0.0
1788633050.51514,-33.459738626951705,-17.777862536916878,-32.11170738086054,0.0
1788633051.2408478,-33.45648884443843,-17.785245043446594,-32.30772082665629,0.0
1788633052.161788,-33.45647743969756,-17.78063310243835,-31.942526223273745,0.0
1788633052.96722,-33.42129117721318,-17.72705078537395,-33.17898019468956,0.0
1788633053.5528069,-33.458198228346376,-17.780337738268695,-32.091920445951985,0.0
1788633053.8769548,-33.45241545760089,-17.784422880930553,-32.24291183655299,0.0
1788633055.452683,-33.461335323055685,-17.779410628344067,-31.886619281596552,0.0
1788633055.856048,-33.454127118918485,-17.79170436476447,-32.22933019404843,0.0
1788633056.244918,-33.46015034967963,-17.77493356939861,-31.86280199926452,0.0
1788633056.963317,-33.45370374882856,-17.778631883048398,-31.94129368622535,0.0
1788633057.635935,-33.46068133361652,-17.778357817864,-31.86635671617077,0.0
1788633058.2649658,-33.46301340351854,-17.778227306703094,-32.003303991403044,0.0
1788633059.106957,-33.45977232566469,-17.781331794746247,-32.001699639573985,0.0
1788633059.995368,-33.453362683949116,-17.78194985169617,-31.999673772479866,0.0
1788633060.348361,-33.41770933799037,-17.780348202262108,-32.030751979642616,0.0
1788633061.234427,-33.45247574546029,-17.77981709674989,-31.87925399831221,0.0
1788633061.56024,-33.456580371122946,-17.780567069992394,-32.0985655319987,0.0
1788633062.4598432,-33.44641789937217,-17.781814080703818,-31.864601359697843,0.0
1788633063.158908,-33.45564289345795,-17.784641289234575,-32.26064865747844,0.0
1788633063.449452,-33.45800735689579,-17.77370904451828,-31.93975694223508,0.0
1788633064.020684,-33.45706667984218,-17.78059756048422,-32.2555992002022,0.0
1788633064.84489,-33.45491324603252,-17.77940631635896,-32.058973320018964,0.0
1788633065.618502,-33.45326323961402,-17.78281208914339,-31.982206816790693,0.0
1788633066.054343,-32.99314515975602,-17.983553000965827,45.20442596301302,0.0
1788633066.6105752,-33.09054319676271,-18.162155629459534,73.40175503407957,0.0
1788633067.5734332,-33.06314588499732,-18.126863651250915,73.72626597575675,0.0
1788633067.6101491,-33.082929228391244,-18.16212551849889,73.81259923815654,0.0
1788633068.160581,-33.0465989636584,-18.160439864156785,73.81980109340563,0.0
1788633068.5139241,-33.04857308746876,-18.160075326248872,73.8083203934537,0.0
1788633068.519955,-33.08407245290477,-18.16673111068569,73.84949022066752,0.0
1788633069.432605,-33.08433243905344,-18.165894837920227,73.76359382067824,0.0
1788633069.6184928,-33.048405148095206,-18.14439407951486,73.78341231520557,0.0
1788633070.299813,-33.08337843436035,-18.165730013174752,73.74649913828836,0.0
1788633070.672414,-33.04454344992722,-18.158273472062852,73.69215950323917,0.0
1788633071.223169,-33.04314191675655,-18.15969918630128,73.85727349019913,0.0
1788633071.435406,-33.04887987617188,-18.160707112695743,73.81305991419208,0.0
1788633072.062987,-33.089058705437964,-18.16099089447407,73.72814269310703,0.0
1788633072.8168802,-33.049636102458095,-18.190105172514965,75.47323807452622,0.0
1788633073.520499,-33.04719559725829,-18.15976292054128,73.90522478918871,0.0
1788633073.8601348,-33.08891186566942,-18.168583744198177,73.7540639711674,0.0
1788633074.557288,-33.084467509571404,-18.162772332234038,73.69330448032267,0.0
1788633075.533818,-33.06029849697358,-18.09460162734479,73.83580005019809,0.0
1788633075.870136,-33.043037502467755,-18.144092281084134,73.74726841079422,0.0
1788633076.5728629,-33.044845981290685,-18.176985208770855,73.77012257088177,0.0
1788633077.235629,-33.04448750163561,-18.158047748411455,73.841505973274,0.0
1788633077.749322,-33.08509256208462,-18.160883466381133,73.76087289441841,0.0
1788633078.591806,-33.089290401529595,-18.16609569770208,73.9262860511729,0.0
1788633078.890903,-33.09380423390848,-18.162813735478498,73.94004927799216,0.0
1788633079.6374989,-33.049163834641675,-18.157339889360166,73.79674665833824,0.0
1788633080.686958,-33.06568823598658,-18.10955966563017,73.72915419751467,0.0
1788633081.0899892,-33.085285123257414,-18.165663318224706,73.74693841432037,0.0
