turn,commanded,cruise,id,reason,camera_deg,error_deg,unwrapped_deg,cam_samples,encoder_deg,encoder_error_deg,x0,y0,x1,y1,drift_cm,peak_vl,peak_vr,duration_s,frames,ready_before
9,-107,0,2,stop,-106.13,0.87,-105.09,13,,,-13.8,-4.27,-13.72,-4.04,0.24,,,0.0,0,1
10,107,0,3,stop,106.4,-0.6,107.27,38,,,-13.73,-4.04,-13.94,-3.88,0.27,,,0.0,0,1
11,-180,0,4,stop,-181.75,-1.75,-182.86,33,,,-13.95,-3.88,-13.72,-3.99,0.25,,,0.0,0,1
12,180,0,5,stop,179.08,-0.92,178.43,43,,,-13.71,-4.0,-13.92,-3.21,0.81,,,0.0,0,1
13,90,0,6,stop,89.81,-0.19,89.06,33,,,-13.92,-3.22,-13.73,-3.41,0.27,,,0.0,0,1
14,-90,0,7,stop,-90.19,-0.19,-90.06,57,,,-13.73,-3.4,-14.1,-3.44,0.37,,,0.0,0,1
15,107,0,8,stop,106.86,-0.14,107.33,29,,,-14.1,-3.44,-13.91,-3.57,0.23,,,0.0,0,1
16,-107,0,9,stop,-106.66,0.34,-107.06,69,,,-13.91,-3.56,-14.2,-3.7,0.33,,,0.0,0,1
17,180,0,10,stop,179.9,-0.1,179.99,30,,,-14.21,-3.71,-13.92,-3.71,0.29,,,0.0,0,1
18,-180,0,11,stop,-178.72,1.28,-178.13,37,,,-13.93,-3.7,-14.08,-4.38,0.7,,,0.0,0,1
19,-90,0,12,stop,-90.34,-0.34,-89.48,47,,,-14.09,-4.38,-13.94,-4.25,0.2,,,0.0,0,1
20,90,0,13,stop,88.41,-1.59,88.74,49,,,-13.94,-4.24,-14.18,-4.22,0.24,,,0.0,0,1
21,-107,0,14,stop,-106.48,0.52,-105.68,26,,,-14.18,-4.24,-14.08,-4.12,0.16,,,0.0,0,1
22,107,0,15,stop,106.69,-0.31,105.65,29,,,-14.07,-4.11,-14.31,-3.93,0.29,,,0.0,0,1
