seg,id,commanded_cm,moved_cm,x0,y0,h0,x1,y1,h1,dheading_deg,i2cf_before,i2cf_after,cyc_before,cyc_after,reason,done
1,4,12.0,11.297543547973286,-2.5843311194817034,6.4398729774557815,-36.67972330054333,6.702421670099107,0.006311534245195223,-37.06427763078569,-0.3845543302423664,60,63,525,582,stop,4
2,5,12.0,11.558267433855931,6.6896364304786955,-0.031221556858936978,-37.68324981158109,16.219359813058997,-6.5717045913172365,-36.08140609310576,1.6018437184753225,63,65,582,638,stop,5
3,6,12.0,10.891103814648224,16.216916653459393,-6.5719264476623485,-36.12894907294185,25.132091653469946,-12.827787461194532,-37.19397916255134,-1.065030089609479,65,66,638,691,stop,6
