turn,commanded,cruise,id,reason,camera_deg,error_deg,unwrapped_deg,cam_samples,encoder_deg,encoder_error_deg,x0,y0,x1,y1,drift_cm,peak_vl,peak_vr,duration_s,frames,ready_before
1,90,0,4,stop,0.08,-89.92,99.06,9,97.0,7.0,-2.18,21.55,-1.19,20.16,1.7,164,210,0.66,41,1
2,-90,0,5,stop,-0.02,89.98,0.17,11,0.0,90.0,-1.2,20.15,-1.19,20.16,0.01,0,0,0.0,200,1
